,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
1178,Climie Fisher,Everything,Love Changes (Everything),1y748kOQshZECWk5MddfOv,0.624,0.868,5,-5.867,1,0.0269,0.305,1.38e-05,0.186,0.806,111.143,268187,4,all_out_80
1179,Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,6Nd6ntkzr4t8o1FKPGOSMt,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395,4,all_out_80
1180,Madonna,Madonna,Holiday,7arHM2KZ0KzIZXFVDRGClI,0.813,0.699,7,-8.656,1,0.0458,0.0251,0.0135,0.0527,0.732,117.548,231560,4,all_out_80
1181,The Waterboys,This Is The Sea,The Whole Of The Moon - 2004 Remastered Version,2fMAEEhdpXo4ROX5eZcbOg,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,302827,4,all_out_80
1182,Billy Ocean,The Very Best of Billy Ocean,"When the Going Gets Tough, The Tough Get Going",5UU5FbITNm5OunvHQdsKME,0.755,0.763,4,-6.318,1,0.0473,0.405,0.0,0.318,0.932,122.045,248000,4,all_out_80
1183,Kim Carnes,Mistaken Identity,Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,0.675,0.649,5,-10.271,1,0.0319,0.0204,0.0,0.0959,0.596,116.624,228000,4,all_out_80
1184,Laura Branigan,Branigan,Gloria,1mskmld5ZKEhRaNvYVPoqZ,0.776,0.743,9,-6.807,1,0.0289,0.107,0.293,0.149,0.84,131.343,289853,4,all_out_80
1185,Various Artists,Streets Of Fire,I Can Dream About You,2TSVJz7sJIUInkzWVJIsCf,0.747,0.533,9,-12.165,1,0.0554,0.1,0.0,0.0344,0.875,112.987,247800,4,all_out_80
1186,Glenn Frey,Above The Clouds - The Collection (Deluxe),"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",0PXw9NKvolWTo7U9JkNzmc,0.622,0.865,7,-6.369,1,0.0531,0.0167,2.34e-05,0.0692,0.87,149.706,227800,4,all_out_80
1187,Foreigner,Agent Provocateur,I Want to Know What Love Is - 1999 Remaster,1JLn8RhQzHz3qDqsChcmBl,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4,all_out_80
1188,The Human League,Dare!,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,236920,4,all_out_80
1189,Madonna,True Blue (Reissue),Papa Don't Preach,6A8OnjnpShshNpcqWtZRjr,0.833,0.934,5,-3.243,0,0.0313,0.343,7.55e-06,0.0521,0.964,121.879,268533,4,all_out_80
1190,The Beach Boys,Greatest Hits,Kokomo,2OZyDYkNED6mIDi8RXLnWy,0.684,0.643,0,-10.252,1,0.0329,0.0107,0.0,0.292,0.922,115.571,215573,4,all_out_80
1192,Joe Cocker,The Ultimate Collection 1968-2003,Up Where We Belong,5NoUgO4Kr93QymQGQlBC7b,0.573,0.429,2,-8.68,1,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,233240,4,all_out_80
1193,Heart,Bad Animals,Alone,54b8qPFqYqIndfdxiLApea,0.418,0.452,1,-13.099,1,0.0356,0.638,0.00026,0.0959,0.168,175.088,218733,4,all_out_80
1194,Bonnie Tyler,The Very Best of Bonnie Tyler,Total Eclipse of the Heart,7wuJGgpTNzbUyn26IOY6rj,0.431,0.723,8,-5.887,1,0.0568,0.145,0.0,0.374,0.19,130.141,267360,4,all_out_80
1195,Traveling Wilburys,"The Traveling Wilburys, Vol. 1",End Of The Line,4HA2jo7wkMdN1lmLO6ryzE,0.578,0.836,2,-6.607,1,0.0512,0.163,1.36e-06,0.0583,0.932,167.026,209520,4,all_out_80
1196,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Run To You,2RWFncSWZEhSRRifqiDNVV,0.561,0.811,4,-6.157,1,0.0265,0.00515,3.6e-05,0.287,0.635,126.593,233270,4,all_out_80
1197,Queen,Hot Space (2011 Remaster),Under Pressure - Remastered 2011,2fuCquhmrzHpu5xcA1ci9x,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,0.462,113.805,248440,4,all_out_80
1198,Texas,Southside,I Don't Want A Lover,000u1dTg7y1XCDXi80hbBX,0.756,0.47,7,-12.615,1,0.0394,0.196,0.000487,0.126,0.43,120.484,300600,4,all_out_80
1199,The Communards,Communards,Don't Leave Me This Way (with Sarah Jane Morris),0ire4j2mcGovF5JA1D2cTp,0.64,0.926,3,-5.597,1,0.0322,0.135,2.04e-06,0.134,0.901,131.997,271067,4,all_out_80
1202,Dolly Parton,9 To 5 And Odd Jobs,9 to 5,4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,162467,4,all_out_80
1203,Billy Joel,Storm Front,We Didn't Start the Fire,3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,287733,4,all_out_80
1204,REO Speedwagon,Wheels Are Turnin',Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773,4,all_out_80
1205,Peter Cetera,Solitude / Solitaire,Glory of Love,1eyq8cjUQ2daFthW2PC2GM,0.518,0.585,5,-8.485,1,0.0279,0.0778,2.43e-06,0.31,0.312,144.998,258120,4,all_out_80
1206,Queen,A Kind Of Magic (2011 Remaster),A Kind Of Magic - Remastered 2011,5RYLa5P4qweEAKq5U1gdcK,0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,264253,4,all_out_80
1207,Madonna,Like a Prayer,Like a Prayer,2v7ywbUzCgcVohHaKUcacV,0.66,0.629,5,-12.359,1,0.0387,0.432,7.3e-05,0.172,0.324,111.926,340867,4,all_out_80
1208,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,Kiss,62LJFaYihsdVrrkgUOJC05,0.898,0.271,7,-12.238,1,0.091,0.0135,0.00138,0.0461,0.742,111.485,226240,4,all_out_80
1209,Tom Petty,Full Moon Fever,Free Fallin',7woZGXjtaYwuvSoU1zToB3,0.617,0.435,5,-13.547,1,0.0256,0.178,0.0,0.0822,0.601,84.382,256667,4,all_out_80
1210,David Bowie,Legacy,Let's Dance - Single Version [Remastered],0F1O42piteiHP3dRvKUz6p,0.643,0.627,8,-10.972,1,0.0405,0.00773,0.00259,0.123,0.725,114.477,248587,4,all_out_80
1211,Various Artists,'80s Pop #1's,Higher Love - Single Version,17Ng10tIgnYmAitl0SgT3R,0.696,0.89,5,-6.819,1,0.0441,0.055,0.0596,0.5,0.922,98.742,252227,4,all_out_80
1212,Various Artists,80 Totally 80s Hits,"That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)",1cx2NcSnJYdr3kvHWmX7fF,0.683,0.284,0,-15.207,0,0.0314,0.333,0.0,0.0608,0.207,120.233,257360,4,all_out_80
1213,Prince,Around the World in a Day,Raspberry Beret,5jSz894ljfWE0IcHBSM39i,0.761,0.67,2,-12.759,1,0.0438,0.21,0.000426,0.0685,0.91,120.752,215173,4,all_out_80
1214,UB40,Baggariddim,I Got You Babe,07itbZUgkAmBi4CEH5NniJ,0.756,0.61,5,-13.002,1,0.0709,0.0806,7.89e-05,0.114,0.863,173.818,189093,4,all_out_80
1215,Daryl Hall & John Oates,H2O,Maneater,7j74lucZ59vqN67Ipe2ZcY,0.724,0.498,11,-13.083,0,0.0423,0.0405,8.56e-05,0.0761,0.823,88.825,273173,4,all_out_80
1216,INXS,Kick (Remastered),New Sensation,2xcrseImDFEf8Urommws03,0.682,0.954,9,-4.951,1,0.0625,0.00712,4.04e-05,0.052,0.928,115.475,220160,4,all_out_80
1217,The Police,Zenyatta Mondatta (Remastered 2003),Don't Stand So Close To Me,5veJDT0MLsLbhYsx42GXUD,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667,4,all_out_80
1220,U2,The Joshua Tree (Super Deluxe),Where The Streets Have No Name - Remastered,4qgZs0RNjdzKAS22lP0QjY,0.49,0.724,2,-9.581,1,0.0366,0.00976,0.0046,0.159,0.292,125.812,337506,4,all_out_80
1221,Irene Cara,What a Feelin',Flashdance...What a Feeling - Radio Edit,3cbV252akVZInSvJk7jAYX,0.572,0.654,7,-7.027,0,0.0344,0.0058,3.21e-06,0.09,0.399,122.491,237053,4,all_out_80
1222,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),Keep on Loving You,4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0,-5.963,1,0.034,0.0519,0.0,0.117,0.41,174.732,200293,4,all_out_80
1223,Whitney Houston,Whitney Houston,How Will I Know,5tdKaKLnC4SgtDZ6RlWeal,0.832,0.544,6,-12.697,1,0.0442,0.201,0.000139,0.632,0.928,119.49,275533,4,all_out_80
1224,Bruce Springsteen,Born In The U.S.A.,I'm On Fire,3PzsbWSQdLCKDLxn7YZfkM,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,4,all_out_80
1225,Daryl Hall & John Oates,Voices,You Make My Dreams (Come True),4o6BgsqLIBViaGVbx5rbRk,0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,190627,4,all_out_80
1226,INXS,Kick (Remastered),Need You Tonight,3h04eZTnmFLRMjZajbrp2R,0.795,0.63,10,-7.217,0,0.0841,0.0419,0.575,0.0894,0.785,108.701,181107,4,all_out_80
1227,The Human League,The Greatest Hits,Together In Electric Dreams,2J9yZBKajggHsCmoSiaVCw,0.697,0.611,3,-11.746,1,0.0258,0.18,2.04e-06,0.0876,0.808,129.96,233493,4,all_out_80
1228,Depeche Mode,Speak And Spell (Deluxe),Just Can't Get Enough,0qi4b1l0eT3jpzeNHeFXDT,0.766,0.772,0,-9.362,1,0.0353,0.403,0.0584,0.183,0.919,128.168,220893,4,all_out_80
1229,Cutting Crew,Broadcast,(I Just) Died In Your Arms,4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,280400,4,all_out_80
1230,Various Artists,Fame: The Original Soundtrack from the Motion Picture,Fame,7yBl8YmvcgwwYlazJcvowE,0.7,0.73,0,-8.763,0,0.0311,0.132,0.0,0.133,0.961,130.519,316067,4,all_out_80
1231,The Pointer Sisters,So Excited! (Expanded Edition),I'm So Excited,1ot6jEe4w4hYnsOPjd3xKQ,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,230640,4,all_out_80
1232,Christopher Cross,Another Page,All Right,5tE2kEW1Jom3Qc93UPBT79,0.711,0.647,6,-5.225,0,0.0353,0.17,0.0,0.234,0.504,132.752,253653,4,all_out_80
1233,Danny Wilson,Meet Danny Wilson,Mary's Prayer,6G3afsR0udhKnAU0Tut25j,0.682,0.571,0,-13.139,1,0.0367,0.235,0.0,0.116,0.657,135.109,234467,4,all_out_80
1234,John Mellencamp,American Fool,Hurts So Good,67eX1ovaHyVPUinMHeUtIM,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,218960,4,all_out_80
1235,Michael Jackson,Bad 25th Anniversary,The Way You Make Me Feel - 2012 Remaster,0sKlV58cODrjxGFOyf9IXY,0.877,0.854,1,-4.523,1,0.147,0.0544,5.5e-05,0.144,0.54,114.472,298120,4,all_out_80
1236,Eurythmics,Greatest Hits,There Must Be an Angel (Playing With My Heart),1YJ4vpxPL6Wgo8gmRnvqSp,0.539,0.672,0,-11.36,1,0.0472,0.342,1.05e-05,0.123,0.611,112.399,280360,4,all_out_80
1237,Various Artists,Pop Music: The Modern Era 1976-1999,Ebony & Ivory,6lUXKiuZ4n7fgLJU8wJtBf,0.632,0.559,4,-11.564,1,0.0355,0.148,0.0,0.0515,0.757,80.709,222467,4,all_out_80
1238,Madness,Total Madness (2012),Our House,0BTsVL5VMdq5zGNRSTHozJ,0.524,0.803,0,-5.13,1,0.0432,0.0267,3.58e-06,0.224,0.713,121.353,190840,4,all_out_80
1239,Various Artists,Arthur - The Album [Original Soundtrack],Arthur's Theme (Best That You Can Do),5fnOrhQ4KgT5irGCjIccGH,0.526,0.515,9,-11.169,1,0.0389,0.169,0.000816,0.181,0.518,136.543,234493,4,all_out_80
1240,The Police,Zenyatta Mondatta (Remastered 2003),"De Do Do Do, De Da Da Da",0yJvWbn8xQKiDZ84VN5lQG,0.78,0.523,9,-8.884,1,0.051,0.06,0.0629,0.24,0.855,147.86,247293,4,all_out_80
1241,Billy Idol,Vital Idol,Mony Mony,0Ya8H9JmT4ewIx9cyejwqW,0.757,0.603,10,-12.087,0,0.0548,0.0327,4.05e-06,0.204,0.589,134.89,302693,4,all_out_80
1242,Kool & The Gang,Celebrate!,Celebration,3K7Q9PHUWPTaknlbFPThn2,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,298867,4,all_out_80
1243,John Mellencamp,American Fool,Jack & Diane,43btz2xjMKpcmjkuRsvxyg,0.811,0.41,9,-8.214,1,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965,254493,4,all_out_80
1244,Phil Collins,...Hits,A Groovy Kind Of Love,5huh0htdiJDatAtbHLtpfz,0.46,0.182,2,-14.711,1,0.0303,0.283,2.57e-05,0.101,0.188,144.066,209333,4,all_out_80
1245,INXS,Kick (Remastered),Never Tear Us Apart,1GjbTNFImFrjFsNdleDe78,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,184587,3,all_out_80
1246,Cyndi Lauper,True Colors,True Colors,2A6yzRGMgSQCUapR2ptm6A,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,227600,4,all_out_80
1247,Los Lobos,La Bamba / Charlena,La Bamba,0uMMLry3hzWGn3q3loqMkm,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,174187,4,all_out_80
1248,Steve Miller Band,Welcome To The Vault,Abracadabra,0fnTADkpDxvjA3v0Ss5bpb,0.759,0.778,9,-5.799,0,0.0372,0.0454,3.58e-06,0.27,0.959,127.528,307360,4,all_out_80
1250,Natalie Imbruglia,Glorious: The Singles 97-07,Torn,3APayTEWiUl9Ssep4BOXR2,0.558,0.928,5,-3.04,1,0.0356,0.0746,5.44e-05,0.696,0.6,96.313,244813,4,all_out_90
1251,Crowded House,Woodface,Weather With You,6tXnRSvuNgOq4QcxpIN54r,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,224467,4,all_out_90
1252,Bryan Adams,Waking Up The Neighbours,(Everything I Do) I Do It For You,1Eb90nmqTrxylKFhcUzW8P,0.533,0.36,1,-12.633,1,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,393640,4,all_out_90
1253,Oasis,Stop The Clocks,Wonderwall,2CT3r93YuSHtm57mjxvjhH,0.409,0.892,2,-4.373,1,0.0336,0.000807,0,0.207,0.651,174.426,258613,4,all_out_90
1255,Spice Girls,Spiceworld,Stop,3FteycP8CaXS1MhjcXekVT,0.722,0.845,2,-4.446,0,0.0308,0.287,0,0.0561,0.965,130.13,204754,4,all_out_90
1257,Mr. Big,Lean Into It [Expanded],To Be With You - 2010 Remastered Version,3Mmt6Xk0H6VR92PEp6x3hP,0.688,0.375,4,-9.601,1,0.0535,0.286,0,0.133,0.45,83.635,210480,4,all_out_90
1258,Shania Twain,Come On Over,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882,234493,4,all_out_90
1259,Hanson,Middle Of Nowhere,MMMBop,0lnxrQAd9ZxbhBBe7d8FO8,0.683,0.937,9,-6.335,1,0.0449,0.00481,0.0046,0.07,0.619,104.872,268653,4,all_out_90
1260,Faith Hill,The Hits,This Kiss,0TxXEbxn52XsuAhxb6VFZw,0.48,0.832,11,-5.663,1,0.0426,0.137,0,0.354,0.648,186.875,194907,4,all_out_90
1261,Bryan Adams,On A Day Like Today,When You're Gone,7p9dd71JR2ucoAuO1Sy0VZ,0.546,0.931,0,-6.344,1,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,204893,4,all_out_90
1262,The Rembrandts,L.P.,"I'll Be There for You - Theme From ""Friends""",15tHagkk8z306XkyOHqiip,0.32,0.917,9,-5.903,1,0.0771,0.0717,0,0.169,0.715,190.757,188360,4,all_out_90
1263,Spice Girls,Spice,2 Become 1,36AWdhZIGLUTkWpJDhe7va,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,143.966,241027,4,all_out_90
1264,Cher,It's a Man's World,Walking in Memphis,60Pwcnt2y9ML9VP4gwrcxm,0.696,0.679,2,-7.363,1,0.0305,0.587,0,0.165,0.527,128.982,235493,4,all_out_90
1265,Shania Twain,Come On Over (International Version),That Don't Impress Me Much,4I7DV3MIgxJGlObiy9s6nx,0.743,0.873,10,-4.943,0,0.0507,0.14,0,0.142,0.965,125.005,238707,5,all_out_90
1266,Annie Lennox,Diva,Walking on Broken Glass,4CcSw8wQAHYf4XNckayPoc,0.749,0.562,0,-8.45,1,0.0281,0.215,1.1e-06,0.105,0.807,115.008,253296,4,all_out_90
1267,Wilson Phillips,Wilson Phillips,Hold On,4VZDv8sASBS8UruUBGTFdk,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.546,97.8,266867,4,all_out_90
1268,Take That,Nobody Else (Deluxe),Back for Good - Radio Mix,24fQpRwKFkC3Fe8QtvvrNw,0.601,0.504,5,-9.761,1,0.0284,0.31,0,0.137,0.564,78.986,242267,4,all_out_90
1269,Boyzone,A Different Beat,Picture Of You,2AlVWg58iy4Cx6KqD0XYu2,0.768,0.919,0,-6.066,1,0.0416,0.109,1.14e-06,0.366,0.862,116.649,206040,4,all_out_90
1270,Alanis Morissette,Jagged Little Pill (2015 Remaster),Ironic - 2015 Remaster,1d6KS9GH06JAd19uiBy9IE,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.365,114.926,230000,5,all_out_90
1271,Spice Girls,Spice,Say You'll Be There,1yTQ39my3MoNROlFw3RDNy,0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49e-06,0.0837,0.751,107.02,235973,4,all_out_90
1272,Cher,Love Hurts (UK Mid Price),The Shoop Shoop Song (It's In His Kiss),1F93GMRPvmWpVP970SzjpH,0.678,0.61,0,-10.509,1,0.0306,0.467,0,0.397,0.919,117.04,170000,4,all_out_90
1273,Sixpence None The Richer,Greatest Hits,Kiss Me,4pZ2aqPV39Gw3FuHrWKWnM,0.529,0.741,3,-5.661,1,0.0268,0.116,1.23e-06,0.0736,0.455,100.004,205240,4,all_out_90
1274,George Michael,Listen Without Prejudice / MTV Unplugged (Deluxe),Freedom! '90 - Remastered,3tyTt5pEWblt96j1HsXiV5,0.677,0.852,5,-10.856,1,0.045,0.225,3.95e-05,0.0595,0.93,91.691,390862,4,all_out_90
1275,Shania Twain,Come On Over,You're Still The One,1wb4P4F0sxAQ2KXrRvsx6n,0.585,0.494,3,-8.751,1,0.0353,0.363,0,0.0886,0.634,133.822,212200,4,all_out_90
1276,Janet Jackson,The Velvet Rope,Together Again,1GrikfH0jDejDvrxo84n4P,0.873,0.593,7,-8.942,1,0.103,0.078,0.00697,0.104,0.495,123.091,301200,4,all_out_90
1277,Christina Aguilera,Christina Aguilera (Expanded Edition),Come on over Baby (All I Want Is You) - Radio Version,7A0apkTSTvMbSI7yplcmlh,0.829,0.915,8,-3.205,1,0.106,0.226,1.25e-05,0.246,0.779,118.903,203333,4,all_out_90
1279,Savage Garden,Savage Garden,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0.403,0,0.0851,0.816,168.12,277267,4,all_out_90
1280,Spice Girls,Spiceworld,Spice Up Your Life,5qGwqO0lkbBXw4xNfzT7SF,0.556,0.993,1,-5.067,1,0.0464,0.0105,0.0341,0.403,0.702,124.016,173667,4,all_out_90
1281,Amy Grant,Heart In Motion,"Baby, Baby",3IDsegNBHC4pjGCOMTQYlU,0.702,0.901,1,-4.45,1,0.0264,0.426,0.00153,0.0368,0.919,97.862,236973,4,all_out_90
1283,Big Mountain,Unity,"Baby, I Love Your Way",2le9fblYnfoLr9dkZIsJUa,0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,249520,4,all_out_90
1284,Go West,Indian Summer,The King of Wishful Thinking,4UQLQJu3DNvVkMVglwElU2,0.669,0.868,0,-7.377,1,0.0527,0.033,0,0.0991,0.913,107.885,241760,4,all_out_90
1285,Joshua Kadison,Painted Desert Serenade,Jessie,4n8iSiSWRdaSeSpJMbdk9O,0.648,0.464,7,-11.592,1,0.0287,0.426,4.93e-06,0.262,0.512,142.924,319027,4,all_out_90
1286,George Michael,Ladies And Gentlemen... The Best Of George Michael,Don't Let the Sun Go Down on Me,0q90594hk25yo0xZmBTqCd,0.432,0.551,0,-8.096,1,0.0289,0.501,1.77e-06,0.472,0.253,136.465,346960,4,all_out_90
1287,Backstreet Boys,Backstreet's Back,As Long as You Love Me,3UpS7kBnkVQYG13pDDFTC4,0.804,0.801,0,-4.892,1,0.0305,0.275,3.29e-05,0.215,0.826,98.12,221107,4,all_out_90
1288,Spice Girls,Spice,Who Do You Think You Are,1jI1aLmm5HTwiMtvsbwDJw,0.727,0.83,6,-6.658,0,0.0376,0.0226,0.00356,0.73,0.899,118.002,240707,4,all_out_90
1289,Ace of Base,The Sign,The Sign,0hrBpAOgrt8RXigk83LLNE,0.808,0.786,4,-6.897,0,0.0447,0.00928,0.0701,0.0574,0.899,96.987,191240,4,all_out_90
1290,Roxette,Joyride (2009 Version),Fading Like A Flower (Every Time You Leave),6aXY8SXfIcDU1FTNqo5fHz,0.609,0.668,0,-5.738,1,0.026,0.195,0,0.219,0.319,105.419,230680,4,all_out_90
1291,Cher,Believe,Strong Enough,144JMbvbR5txNzoZ112wo4,0.593,0.923,0,-6.19,1,0.101,0.0495,0,0.29,0.587,124.862,224000,4,all_out_90
1292,Donna Lewis,Now in a Minute,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960,4,all_out_90
1293,Backstreet Boys,Backstreet's Back,Everybody (Backstreet's Back) - Radio Edit,1di1BEgJYzPvXUuinsYJGP,0.731,0.853,10,-4.219,0,0.0363,0.0352,0,0.268,0.605,108.016,225360,4,all_out_90
1295,Hootie & The Blowfish,Cracked Rear View,Only Wanna Be with You,1OFKUn2VLafrHj7ybnap0Q,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,229587,4,all_out_90
1296,Deep Blue Something,Home,Breakfast At Tiffany's,3GpdNg7Krt9vjc6tgDoKe1,0.624,0.826,2,-5.534,1,0.0287,0.113,0,0.0938,0.526,110.368,257187,4,all_out_90
1297,B*Witched,C'est la Vie: The Collection,C'est La Vie,0P6CPJrNJ1Zt755CQTWg3S,0.705,0.936,7,-5.109,1,0.0306,0.0978,0.000124,0.0506,0.939,109.004,173693,4,all_out_90
1298,Roxette,Joyride (2009 Version),Joyride,7CBy5lwwNECPDjsksQrxxB,0.631,0.77,2,-5.315,1,0.0267,0.0457,0,0.481,0.734,102.348,263093,4,all_out_90
1299,Jennifer Lopez,On The 6,Let's Get Loud,6kQz6t5z1FK4uohPh8Kd73,0.82,0.937,5,-4.81,0,0.0542,0.139,7.51e-05,0.325,0.922,131.006,238227,4,all_out_90
1300,S Club 7,S Club,Bring It All Back,3v0uXfyMEZ1lGvBOv1Y4ar,0.679,0.903,4,-4.914,1,0.0463,0.333,0,0.372,0.872,108.114,213600,4,all_out_90
1301,Michael Jackson,The Essential Michael Jackson,Black or White - Single Version,2Cy7QY8HPLk925AyNAt6OG,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,202853,4,all_out_90
1302,Wet Wet Wet,End Of Part One (Their Greatest Hits),"Love Is All Around - From ""Four Weddings And A Funeral""",2DZ0asZUifcas2aTEi3SrZ,0.428,0.542,10,-12.381,1,0.0304,0.256,0,0.169,0.566,169.896,237893,4,all_out_90
1303,Tom Cochrane,Mad Mad World (Deluxe),Life Is A Highway,7jIFGkTBIK1UwWaEXMW2Nh,0.683,0.897,5,-3.455,1,0.0465,0.0457,5.18e-06,0.286,0.752,103.051,266080,4,all_out_90
1304,M People,The Best Of M People,Moving on Up,6vGW3d8X48CBaLdU0PQbey,0.899,0.857,0,-6.128,0,0.037,0.0499,0.0299,0.112,0.961,125.072,215533,4,all_out_90
1305,Céline Dion,Falling Into You,"Because You Loved Me (Theme from ""Up Close and Personal"")",1NOeZ7ZIVKMebuza26rofd,0.614,0.466,1,-9.881,1,0.0327,0.314,0,0.099,0.178,119.916,273667,4,all_out_90
1306,Gabrielle,Rise,Out Of Reach,0HKD13PLq2WicViBBhSrOl,0.51,0.48,11,-6.567,1,0.0452,0.503,0,0.106,0.496,182.862,196987,4,all_out_90
1307,Mike & The Mechanics,Beggar On a Beach of Gold,Over My Shoulder,0U9TKK9GYryei6Vn45TEdH,0.631,0.826,5,-7.856,0,0.0322,0.126,0,0.0648,0.82,92.353,217200,4,all_out_90
1308,The La's,The La's,There She Goes,4c6vZqYHFur11FbWATIJ9P,0.533,0.761,7,-10.632,1,0.0298,0.013,0.829,0.207,0.917,122.777,162187,4,all_out_90
1310,Take That,Everything Changes,Relight My Fire (feat. Lulu),1EflNuGtIko1YjBAmbZAQr,0.653,0.943,9,-7.315,1,0.0515,0.0379,0,0.0989,0.925,122.586,251760,4,all_out_90
1312,Boyzone,Where We Belong,No Matter What,6SLLoLPDg6XALqgCs9rBX3,0.701,0.416,7,-9.429,1,0.0247,0.165,0,0.13,0.555,92.715,274267,4,all_out_90
1313,The Cure,Wish,Friday I'm In Love,4QlzkaRHtU8gAdwqjWmO8n,0.526,0.763,0,-12.663,0,0.0341,0.00126,6.75e-05,0.359,0.514,136.205,215160,4,all_out_90
1314,Various Artists,Tarzan Original Soundtrack (German Version),You'll Be In My Heart,0LXosXV9ZvmzIpzUsOMuLv,0.568,0.748,8,-6.523,1,0.0298,0.0572,4.48e-06,0.0932,0.615,96.699,258400,4,all_out_90
1315,Des'ree,I Ain't Movin',You Gotta Be,6CU0zWIWVTEnmWpSjVHM93,0.623,0.669,0,-9.985,1,0.0412,0.211,3.2e-06,0.111,0.492,94.028,245200,4,all_out_90
1316,Mariah Carey,Daydream,Fantasy,6xkryXuiZU360Lngd4sx13,0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,243493,4,all_out_90
1317,Robbie Williams,Life Thru A Lens,Angels,1M2nd8jNUkkwrc1dgBPTJz,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,265000,4,all_out_90
1319,Meat Loaf,Bat Out Of Hell II: Back Into Hell,I'd Do Anything For Love (But I Won't Do That) - Single Edit,391CwgcBxvUHmEKda2b5In,0.419,0.672,2,-6.353,1,0.092,0.623,0,0.412,0.304,105.212,316467,4,all_out_90
1320,Gabrielle,Find Your Way,Dreams,4rV3AYCf4BBBCkIpyLPwUP,0.751,0.467,9,-13.652,1,0.036,0.173,0,0.217,0.568,98.783,222773,4,all_out_90
1321,Savage Garden,Affirmation,I Knew I Loved You,6nozDLxeL0TE4MS9GqYU1v,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,250360,4,all_out_90
